id,Color,SKU,Nombre,Publicado,Descripción,main-features,mode-use-outfit,mode-use-size,mode-use-style,tech-description,users-guide,Inventario,Precio normal,Precio rebajado,Categorías,Etiquetas,Imágenes,Swatches Attributes,Nombre del atributo 1,Valor(es) del atributo 1
,variation,reloj-la1122-4,LA1122-4,0,"Reloj Loix Dama, completamente en acero, sistema multifunción, 44 mm  y movimiento japonés.

Ilumina tus días con el brillo de tu sonrisa y la pedrería que rodea este Loix completamente en acero, un tablero especial con indicadores únicos y sistema multifunción. 

Resplandece como una estrella.","caja-44,
multi-function,
3atm",Informal-Casual,Grande,Deportivo,"Movimiento Seiko-Epson VX9J 
	
Exactitud: ± 20 segundos por mes

Funciones: Día a las 3, fecha a las 6, hora a las 9

Batería: 395/SR92SW

Resistencia al agua: 7Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"399.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","la1122-4-referencia, 
la1122-4-referencia-2, 
la1122-4-referencia-3, 
la1122-4-montaje, 
la1122-video, 
caja-44,
multi-function,
3atm",Color,Color,Café
,variable,reloj-la1123-1,LA1123-1,1,"Reloj Loix dama, caja en acero, pulso silicona, 45,3 mm y movimiento suizo.

Lo bonito de la vida está en los pequeños detalles.
 
Luce como nadie con este Loix ultra-plano con pulso en silicona, que ilumina lo fantástico de tus días, aportándole frescura a tu look.

¡Llénate de magia!
","caja-45.3,
caja-acero,
3atm",Informal-Casual,Grande,Deportivo,"
Movimiento Ronda 762 Suizo
	
Exactitud: ± 20 segundos por mes

Funciones: Hora y minutos

Batería: SR621SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"224.990,00",,Women > essentials > trend,"reloj dama, essentials, summer, verano, watches, fashion, collection, luxury, vacaciones, tendencias, joyas, jew, watches","la1123-1-referencia, 
la1123-1-referencia-2, 
la1123-1-referencia-3, 
la1123-1-montaje, 
la1123-video, 
caja-45.3,
caja-acero,
3atm",Color,Color,"Azul con líneas, Rojo Escarlata con líneas, Beige con líneas, Blanco con líneas"
,variation,reloj-la1123-2,LA1123-2,1,"Reloj Loix dama, caja en acero, pulso silicona, 45,3 mm y movimiento suizo.

Lo bonito de la vida está en los pequeños detalles.
 
Luce como nadie con este Loix ultra-plano con pulso en silicona, que ilumina lo fantástico de tus días, aportándole frescura a tu look.

¡Llénate de magia!
","caja-45.3,
caja-acero,
3atm",Informal-Casual,Grande,Deportivo,"
Movimiento Ronda 762 Suizo
	
Exactitud: ± 20 segundos por mes

Funciones: Hora y minutos

Batería: SR621SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"224.990,00",,Women > essentials > trend,"reloj dama, essentials, summer, verano, watches, fashion, collection, luxury, vacaciones, tendencias, joyas, jew, watches","la1123-2-referencia, 
la1123-2-referencia-2, 
la1123-2-referencia-3, 
la1123-2-montaje, 
la1123-video, 
caja-45.3,
caja-acero,
3atm",Color,Color,Rojo Escarlata con líneas
,variation,reloj-la1123-3,LA1123-3,1,"Reloj Loix dama, caja en acero, pulso silicona, 45,3 mm y movimiento suizo.

Lo bonito de la vida está en los pequeños detalles.
 
Luce como nadie con este Loix ultra-plano con pulso en silicona, que ilumina lo fantástico de tus días, aportándole frescura a tu look.

¡Llénate de magia!
","caja-45.3,
caja-acero,
3atm",Informal-Casual,Grande,Deportivo,"
Movimiento Ronda 762 Suizo
	
Exactitud: ± 20 segundos por mes

Funciones: Hora y minutos

Batería: SR621SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"224.990,00",,Women > essentials > trend,"reloj dama, essentials, summer, verano, watches, fashion, collection, luxury, vacaciones, tendencias, joyas, jew, watches","la1123-3-referencia, 
la1123-3-referencia-2, 
la1123-3-referencia-3, 
la1123-3-montaje, 
la1123-video, 
caja-45.3,
caja-acero,
3atm",Color,Color,Beige con líneas
,variation,reloj-la1123-4,LA1123-4,1,"Reloj Loix dama, caja en acero, pulso silicona, 45,3 mm y movimiento suizo.

Lo bonito de la vida está en los pequeños detalles.
 
Luce como nadie con este Loix ultra-plano con pulso en silicona, que ilumina lo fantástico de tus días, aportándole frescura a tu look.

¡Llénate de magia!
","caja-45.3,
caja-acero,
3atm",Formal,Pequeño,Clásico,"
Movimiento Ronda 762 Suizo
	
Exactitud: ± 20 segundos por mes

Funciones: Hora y minutos

Batería: SR621SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"224.990,00",,Women > essentials > trend,"reloj dama, essentials, summer, verano, watches, fashion, collection, luxury, vacaciones, tendencias, joyas, jew, watches","la1123-4-referencia, 
la1123-4-referencia-2, 
la1123-4-referencia-3, 
la1123-4-montaje, 
la1123-video, 
caja-45.3,
caja-acero,
3atm",Color,Color,Blanco con líneas
,variable,reloj-la2001-1,LA2001-1,1,"Reloj Loix caballero, completamente en acero, cristal cúpula, puede hacer pareja con el LA1001, 40 mm y movimiento japonés.

Aprovecha el tiempo y mantén tu estilo con el sofisticado diseño de este Loix, su cristal en forma de cúpula atraerá cualquier mirada, además su diseño totalmente en acero te brindará comodidad y estilo. 

Siéntete orgulloso de lo que tienes en tus manos.","caja-38,
date,
3atm",Formal,Pequeño,Clásico,"
Movimiento 2115

Exactitud: ± 20 segundos por mes

Funciones: Horas, minutos, segundos y calendario

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año ",manual-loix,,"237.490,00",,Men > essentials > classics,"reloj caballero, essentials, classics, fashion, watches, luxury, joyas, jew, hombre clasicos, relojes esenciales","la2001-1-referencia,  
la2001-1-montaje, 
la2001-video, 
caja-38,
date,
3atm",Color,Color,"Dorado con tablero Azul, Dorado con tablero Verde, Oro Rosa con tablero Azul, Plateado, Plateado con tablero Rojo"
,variation,reloj-la2001-2,LA2001-2,1,"Reloj Loix caballero, completamente en acero, cristal cúpula, puede hacer pareja con el LA1001, 40 mm y movimiento japonés.

Aprovecha el tiempo y mantén tu estilo con el sofisticado diseño de este Loix, su cristal en forma de cúpula atraerá cualquier mirada, además su diseño totalmente en acero te brindará comodidad y estilo. 

Siéntete orgulloso de lo que tienes en tus manos.
","caja-38,
date,
3atm",Formal,Pequeño,Clásico,"
Movimiento 2115

Exactitud: ± 20 segundos por mes

Funciones: Horas, minutos, segundos y calendario

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año ",manual-loix,,"237.490,00",,Men > essentials > classics,"reloj caballero, essentials, classics, fashion, watches, luxury, joyas, jew, hombre clasicos, relojes esenciales","la2001-2-referencia,   
la2001-2-montaje, 
la2001-video, 
caja-38,
date,
3atm",Color,Color,Dorado con tablero Verde
,variation,reloj-la2001-3,LA2001-3,1,"Reloj Loix caballero, completamente en acero, cristal cúpula, puede hacer pareja con el LA1001, 40 mm y movimiento japonés.

Aprovecha el tiempo y mantén tu estilo con el sofisticado diseño de este Loix, su cristal en forma de cúpula atraerá cualquier mirada, además su diseño totalmente en acero te brindará comodidad y estilo. 

Siéntete orgulloso de lo que tienes en tus manos.","caja-38,
date,
3atm",Formal,Pequeño,Clásico,"
Movimiento 2115

Exactitud: ± 20 segundos por mes

Funciones: Horas, minutos, segundos y calendario

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año ",manual-loix,,"237.490,00",,Men > essentials > classics,"reloj caballero, essentials, classics, fashion, watches, luxury, joyas, jew, hombre clasicos, relojes esenciales","la2001-3-referencia,   
la2001-3-montaje, 
la2001-video, 
caja-38,
date,
3atm",Color,Color,Oro Rosa con tablero Azul
,variation,reloj-la2001-6,LA2001-6,1,"Reloj Loix caballero, completamente en acero, cristal cúpula, puede hacer pareja con el LA1001, 40 mm y movimiento japonés.

Aprovecha el tiempo y mantén tu estilo con el sofisticado diseño de este Loix, su cristal en forma de cúpula atraerá cualquier mirada, además su diseño totalmente en acero te brindará comodidad y estilo. 

Siéntete orgulloso de lo que tienes en tus manos.","caja-38,
date,
3atm",Formal,Pequeño,Clásico,"
Movimiento 2115

Exactitud: ± 20 segundos por mes

Funciones: Horas, minutos, segundos y calendario

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año ",manual-loix,,"237.490,00",,Men > essentials > classics,"reloj caballero, essentials, classics, fashion, watches, luxury, joyas, jew, hombre clasicos, relojes esenciales","la2001-6-referencia,   
la2001-6-montaje, 
la2001-video, 
caja-38,
date,
3atm",Color,Color,Plateado
,variation,reloj-la2001-7,LA2001-7,1,"Reloj Loix caballero, completamente en acero, cristal cúpula, puede hacer pareja con el LA1001, 40 mm y movimiento japonés.

Aprovecha el tiempo y mantén tu estilo con el sofisticado diseño de este Loix, su cristal en forma de cúpula atraerá cualquier mirada, además su diseño totalmente en acero te brindará comodidad y estilo. 

Siéntete orgulloso de lo que tienes en tus manos.","caja-38,
date,
3atm",Formal,Mediano,Clásico,"
Movimiento 2115

Exactitud: ± 20 segundos por mes

Funciones: Horas, minutos, segundos y calendario

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año ",manual-loix,,"237.490,00",,Men > essentials > classics,"reloj caballero, essentials, classics, fashion, watches, luxury, joyas, jew, hombre clasicos, relojes esenciales","la2001-7-referencia,   
la2001-7-montaje, 
la2001-video, 
caja-38,
date,
3atm",Color,Color,Plateado con tablero Rojo
,variable,reloj-la2101-1,La2101-1,0,"Reloj Loix caballero, completamente en acero, 40 mm y movimiento japonés.

Una buena comida, la mejor compañía y el accesorio indicado pueden cambiar tu día. 

Un Loix completamente en acero, ideal para inspirarse. La sobriedad de su estilo lo convierte en uno de nuestros mejores ejemplares. 

Es momento de compartir tus ideas.","caja-40,
caja-acero,
3atm",Formal,Mediano,Clásico,"Movimiento GL20

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR621SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix, ,"374.990,00",,Men > essentials > classics,"reloj caballero, essentials, classics, fashion, watches, luxury, joyas, jew, hombre clasicos, relojes esenciales","la2101-1-referencia,   
la2101-1-montaje, 
la2101-video, 
caja-40,
caja-acero,
3atm",Color,Color,"Plateado con tablero Azul, Plateado con Dorado tablero Blanco, Plateado con Dorado tablero Negro, Plateado con Oro Rosa, Dorado con tablero Negro, Dorado con tablero Blanco"
,variation,reloj-la2101-2,La2101-2,0,"Reloj Loix caballero, completamente en acero, 40 mm y movimiento japonés.

Una buena comida, la mejor compañía y el accesorio indicado pueden cambiar tu día. 

Un Loix completamente en acero, ideal para inspirarse. La sobriedad de su estilo lo convierte en uno de nuestros mejores ejemplares. 

Es momento de compartir tus ideas.","caja-40,
caja-acero,
3atm",Formal,Mediano,Clásico,"Movimiento GL20

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR621SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"374.990,00",,Men > essentials > classics,"reloj caballero, essentials, classics, fashion, watches, luxury, joyas, jew, hombre clasicos, relojes esenciales","la2101-2-referencia,   
la2101-2-montaje, 
la2101-video, 
caja-40,
caja-acero,
3atm",Color,Color,Plateado con Dorado tablere Blanco
,variation,reloj-la2101-3,La2101-3,0,"Reloj Loix caballero, completamente en acero, 40 mm y movimiento japonés.

Una buena comida, la mejor compañía y el accesorio indicado pueden cambiar tu día. 

Un Loix completamente en acero, ideal para inspirarse. La sobriedad de su estilo lo convierte en uno de nuestros mejores ejemplares. 

Es momento de compartir tus ideas.","caja-40,
caja-acero,
3atm",Formal,Mediano,Clásico,"Movimiento GL20

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR621SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"374.990,00",,Men > essentials > classics,"reloj caballero, essentials, classics, fashion, watches, luxury, joyas, jew, hombre clasicos, relojes esenciales","la2101-3-referencia,   
la2101-3-montaje, 
la2101-video, 
caja-40,
caja-acero,
3atm",Color,Color,Plateado con Dorado tablero Negro
,variation,reloj-la2101-4,La2101-4,0,"Reloj Loix caballero, completamente en acero, 40 mm y movimiento japonés.

Una buena comida, la mejor compañía y el accesorio indicado pueden cambiar tu día. 

Un Loix completamente en acero, ideal para inspirarse. La sobriedad de su estilo lo convierte en uno de nuestros mejores ejemplares. 

Es momento de compartir tus ideas.","caja-40,
caja-acero,
3atm",Formal,Mediano,Clásico,"Movimiento GL20

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR621SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"374.990,00",,Men > essentials > classics,"reloj caballero, essentials, classics, fashion, watches, luxury, joyas, jew, hombre clasicos, relojes esenciales","la2101-4-referencia,   
la2101-4-montaje, 
la2101-video, 
caja-40,
caja-acero,
3atm",Color,Color,Plateado con Oro Rosa
,variation,reloj-la2101-5,La2101-5,0,"Reloj Loix caballero, completamente en acero, 40 mm y movimiento japonés.

Una buena comida, la mejor compañía y el accesorio indicado pueden cambiar tu día. 

Un Loix completamente en acero, ideal para inspirarse. La sobriedad de su estilo lo convierte en uno de nuestros mejores ejemplares. 

Es momento de compartir tus ideas.","caja-40,
caja-acero,
3atm",Formal,Mediano,Clásico,"Movimiento GL20

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR621SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"374.990,00",,Men > essentials > classics,"reloj caballero, essentials, classics, fashion, watches, luxury, joyas, jew, hombre clasicos, relojes esenciales","la2101-5-referencia,   
la2101-5-montaje, 
la2101-video, 
caja-40,
caja-acero,
3atm",Color,Color,Dorado con tablero Negro
,variation,reloj-la2101-6,La2101-6,0,"Reloj Loix caballero, completamente en acero, 40 mm y movimiento japonés.

Una buena comida, la mejor compañía y el accesorio indicado pueden cambiar tu día. 

Un Loix completamente en acero, ideal para inspirarse. La sobriedad de su estilo lo convierte en uno de nuestros mejores ejemplares. 

Es momento de compartir tus ideas.","caja-40,
caja-acero,
3atm",Formal,Mediano,Clásico,"Movimiento GL20

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR621SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"374.990,00",,Men > essentials > classics,"reloj caballero, essentials, classics, fashion, watches, luxury, joyas, jew, hombre clasicos, relojes esenciales","la2101-6-referencia,   
la2101-6-montaje, 
la2101-video, 
caja-40,
caja-acero,
3atm",Color,Color,Dorado con tablero Blanco
,variable,reloj-la2102-1,La2102-1,0,"Reloj Loix caballero, completamente en acero, sistema de calendario, 40 mm y movimiento japonés.

La clase va acompañada del mejor estilo. Un Loix que combina ambas características gracias a la sobriedad de su diseño completamente en acero, que lo hace altamente resistente a tus exigencias diarias.

Lo clásico jamás pasará de moda.","caja-43,
date,
3atm",Formal,Mediano,Clásico,"Movimiento 2115

Exactitud: ± 20 segundos por mes

Funciones: Horas, minutos, segundos y calendario

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año ",manual-loix,,"349.990,00",,Men > essentials > classics,"reloj caballero, essentials, classics, fashion, watches, luxury, joyas, jew, hombre clasicos, relojes esenciales","la2102-1-referencia,   
la2102-1-montaje, 
la2102-video, 
caja-43,
date,
3atm",Color,Color,"Plateado, Plateado con tablero Azul, Plateado con Oro Rosa, Plateado con Dorado, Dorado"
